time,open,high,low,close
2026-01-01T04:45:00.000Z,164.327,164.393,164.313,164.377
2026-01-01T04:46:00.000Z,164.377,164.426,164.361,164.413
2026-01-01T04:47:00.000Z,164.413,164.481,164.402,164.461
2026-01-01T04:48:00.000Z,164.461,164.510,164.443,164.501
2026-01-01T04:49:00.000Z,164.501,164.540,164.494,164.536
2026-01-01T04:50:00.000Z,164.536,164.597,164.525,164.578
2026-01-01T04:51:00.000Z,164.578,164.626,164.567,164.624
2026-01-01T04:52:00.000Z,164.624,164.671,164.623,164.662
2026-01-01T04:53:00.000Z,164.662,164.716,164.649,164.699
2026-01-01T04:54:00.000Z,164.699,164.750,164.695,164.743
2026-01-01T04:55:00.000Z,164.743,164.796,164.726,164.793
2026-01-01T04:56:00.000Z,164.793,164.862,164.780,164.842
2026-01-01T04:57:00.000Z,164.842,164.901,164.835,164.888
2026-01-01T04:58:00.000Z,164.888,164.949,164.887,164.930
2026-01-01T04:59:00.000Z,164.930,164.963,164.915,164.961
2026-01-01T05:00:00.000Z,164.961,165.021,164.955,165.010
2026-01-01T05:01:00.000Z,165.010,165.055,164.995,165.054
2026-01-01T05:02:00.000Z,165.054,165.106,165.050,165.096
2026-01-01T05:03:00.000Z,165.096,165.143,165.084,165.141
2026-01-01T05:04:00.000Z,165.141,165.172,165.138,165.168
2026-01-01T05:05:00.000Z,165.168,165.227,165.150,165.213
2026-01-01T05:06:00.000Z,165.213,165.246,165.197,165.235
2026-01-01T05:07:00.000Z,165.235,165.276,165.220,165.257
2026-01-01T05:08:00.000Z,165.257,165.302,165.251,165.279
2026-01-01T05:09:00.000Z,165.279,165.310,165.263,165.299
2026-01-01T05:10:00.000Z,165.299,165.344,165.287,165.327
2026-01-01T05:11:00.000Z,165.327,165.371,165.307,165.362
2026-01-01T05:12:00.000Z,165.362,165.401,165.345,165.393
2026-01-01T05:13:00.000Z,165.393,165.425,165.378,165.417
2026-01-01T05:14:00.000Z,165.417,165.468,165.413,165.457
2026-01-01T05:15:00.000Z,165.457,165.480,165.455,165.475
2026-01-01T05:16:00.000Z,165.475,165.522,165.462,165.504
2026-01-01T05:17:00.000Z,165.504,165.550,165.484,165.538
2026-01-01T05:18:00.000Z,165.538,165.563,165.535,165.558
2026-01-01T05:19:00.000Z,165.558,165.587,165.549,165.574
2026-01-01T05:20:00.000Z,165.574,165.599,165.565,165.595
2026-01-01T05:21:00.000Z,165.595,165.640,165.592,165.619
2026-01-01T05:22:00.000Z,165.619,165.638,165.611,165.635
2026-01-01T05:23:00.000Z,165.635,165.674,165.614,165.656
2026-01-01T05:24:00.000Z,165.656,165.687,165.643,165.675
2026-01-01T05:25:00.000Z,165.675,165.712,165.674,165.694
2026-01-01T05:26:00.000Z,165.694,165.723,165.685,165.709
2026-01-01T05:27:00.000Z,165.709,165.734,165.687,165.733
2026-01-01T05:28:00.000Z,165.733,165.775,165.726,165.756
2026-01-01T05:29:00.000Z,165.756,165.799,165.752,165.777
2026-01-01T05:30:00.000Z,165.777,165.829,165.761,165.804
2026-01-01T05:31:00.000Z,165.804,165.839,165.789,165.819
2026-01-01T05:32:00.000Z,165.819,165.830,165.807,165.829
2026-01-01T05:33:00.000Z,165.829,165.870,165.810,165.849
2026-01-01T05:34:00.000Z,165.849,165.867,165.841,165.866
2026-01-01T05:35:00.000Z,165.866,165.904,165.852,165.885
2026-01-01T05:36:00.000Z,165.885,165.911,165.866,165.890
2026-01-01T05:37:00.000Z,165.890,165.913,165.879,165.909
2026-01-01T05:38:00.000Z,165.909,165.939,165.889,165.926
2026-01-01T05:39:00.000Z,165.926,165.939,165.916,165.927
2026-01-01T05:40:00.000Z,165.927,165.951,165.922,165.925
2026-01-01T05:41:00.000Z,165.925,165.955,165.911,165.933
2026-01-01T05:42:00.000Z,165.933,165.942,165.923,165.931
2026-01-01T05:43:00.000Z,165.931,165.953,165.926,165.930
2026-01-01T05:44:00.000Z,165.930,165.949,165.904,165.927
2026-01-01T05:45:00.000Z,165.927,165.946,165.921,165.935
2026-01-01T05:46:00.000Z,165.935,165.965,165.925,165.944
2026-01-01T05:47:00.000Z,165.944,165.974,165.923,165.954
2026-01-01T05:48:00.000Z,165.954,165.955,165.945,165.951
2026-01-01T05:49:00.000Z,165.951,165.974,165.939,165.956
2026-01-01T05:50:00.000Z,165.956,165.971,165.924,165.948
2026-01-01T05:51:00.000Z,165.948,165.952,165.933,165.939
2026-01-01T05:52:00.000Z,165.939,165.953,165.921,165.940
2026-01-01T05:53:00.000Z,165.940,165.963,165.920,165.953
2026-01-01T05:54:00.000Z,165.953,165.959,165.918,165.941
2026-01-01T05:55:00.000Z,165.941,165.955,165.930,165.931
2026-01-01T05:56:00.000Z,165.931,165.959,165.918,165.935
2026-01-01T05:57:00.000Z,165.935,165.937,165.920,165.923
2026-01-01T05:58:00.000Z,165.923,165.938,165.905,165.912
2026-01-01T05:59:00.000Z,165.912,165.915,165.898,165.906
2026-01-01T06:00:00.000Z,165.906,165.928,165.899,165.906
2026-01-01T06:01:00.000Z,165.906,165.914,165.873,165.890
2026-01-01T06:02:00.000Z,165.890,165.895,165.856,165.874
2026-01-01T06:03:00.000Z,165.874,165.886,165.850,165.877
2026-01-01T06:04:00.000Z,165.877,165.894,165.862,165.877
2026-01-01T06:05:00.000Z,165.877,165.899,165.871,165.881
2026-01-01T06:06:00.000Z,165.881,165.897,165.850,165.864
2026-01-01T06:07:00.000Z,165.864,165.882,165.847,165.850
2026-01-01T06:08:00.000Z,165.850,165.871,165.842,165.849
2026-01-01T06:09:00.000Z,165.849,165.854,165.828,165.834
2026-01-01T06:10:00.000Z,165.834,165.855,165.806,165.828
2026-01-01T06:11:00.000Z,165.828,165.850,165.802,165.816
2026-01-01T06:12:00.000Z,165.816,165.833,165.810,165.817
2026-01-01T06:13:00.000Z,165.817,165.830,165.795,165.801
2026-01-01T06:14:00.000Z,165.801,165.821,165.774,165.792
2026-01-01T06:15:00.000Z,165.792,165.802,165.789,165.791
2026-01-01T06:16:00.000Z,165.791,165.796,165.782,165.788
2026-01-01T06:17:00.000Z,165.788,165.795,165.764,165.769
2026-01-01T06:18:00.000Z,165.769,165.770,165.751,165.754
2026-01-01T06:19:00.000Z,165.754,165.756,165.721,165.729
2026-01-01T06:20:00.000Z,165.729,165.738,165.708,165.715
2026-01-01T06:21:00.000Z,165.715,165.736,165.683,165.689
2026-01-01T06:22:00.000Z,165.689,165.691,165.669,165.680
2026-01-01T06:23:00.000Z,165.680,165.695,165.643,165.662
2026-01-01T06:24:00.000Z,165.662,165.673,165.641,165.642
2026-01-01T06:25:00.000Z,165.642,165.654,165.605,165.628
2026-01-01T06:26:00.000Z,165.628,165.638,165.595,165.610
2026-01-01T06:27:00.000Z,165.610,165.620,165.593,165.597
2026-01-01T06:28:00.000Z,165.597,165.601,165.587,165.588
2026-01-01T06:29:00.000Z,165.588,165.600,165.568,165.572
2026-01-01T06:30:00.000Z,165.572,165.581,165.551,165.559
2026-01-01T06:31:00.000Z,165.559,165.572,165.531,165.547
2026-01-01T06:32:00.000Z,165.547,165.563,165.520,165.534
2026-01-01T06:33:00.000Z,165.534,165.542,165.496,165.518
2026-01-01T06:34:00.000Z,165.518,165.524,165.490,165.495
2026-01-01T06:35:00.000Z,165.495,165.519,165.474,165.476
2026-01-01T06:36:00.000Z,165.476,165.483,165.436,165.453
2026-01-01T06:37:00.000Z,165.453,165.475,165.428,165.428
2026-01-01T06:38:00.000Z,165.428,165.448,165.395,165.407
2026-01-01T06:39:00.000Z,165.407,165.414,165.365,165.390
2026-01-01T06:40:00.000Z,165.390,165.400,165.380,165.381
2026-01-01T06:41:00.000Z,165.381,165.399,165.358,165.360
2026-01-01T06:42:00.000Z,165.360,165.383,165.342,165.342
2026-01-01T06:43:00.000Z,165.342,165.345,165.306,165.330
2026-01-01T06:44:00.000Z,165.330,165.344,165.285,165.305
2026-01-01T06:45:00.000Z,165.305,165.308,165.264,165.285
2026-01-01T06:46:00.000Z,165.285,165.304,165.240,165.259
2026-01-01T06:47:00.000Z,165.259,165.283,165.213,165.235
2026-01-01T06:48:00.000Z,165.235,165.252,165.200,165.208
2026-01-01T06:49:00.000Z,165.208,165.222,165.169,165.188
2026-01-01T06:50:00.000Z,165.188,165.200,165.163,165.180
2026-01-01T06:51:00.000Z,165.180,165.189,165.145,165.161
2026-01-01T06:52:00.000Z,165.161,165.165,165.144,165.147
2026-01-01T06:53:00.000Z,165.147,165.157,165.118,165.124
2026-01-01T06:54:00.000Z,165.124,165.126,165.089,165.103
2026-01-01T06:55:00.000Z,165.103,165.125,165.063,165.073
2026-01-01T06:56:00.000Z,165.073,165.077,165.032,165.055
2026-01-01T06:57:00.000Z,165.055,165.067,165.022,165.031
2026-01-01T06:58:00.000Z,165.031,165.042,164.994,164.999
2026-01-01T06:59:00.000Z,164.999,165.013,164.975,164.984
2026-01-01T07:00:00.000Z,164.984,164.992,164.949,164.974
2026-01-01T07:01:00.000Z,164.974,164.978,164.940,164.953
2026-01-01T07:02:00.000Z,164.953,164.954,164.922,164.929
